1,12-oclock-high-special-edition-00006361.jpg,195.24,197.44,175.45,276.81,165.55,338.33,327.88,213.31,331.84,294.67,367.47,322.45,195.24,356.19,284.33,368.09,290.27,151.80,304.12,151.80,298.18,161.72,218.75,216.80,314.81,360.88
2,12-oclock-high-special-edition-00006371.jpg,160.73,209.61,139.41,296.98,139.41,364.93,290.63,219.32,288.69,291.15,339.10,322.21,172.37,351.34,257.67,355.22,246.04,147.49,261.55,147.49,255.73,159.14,183.60,211.04,277.58,352.01
3,12-oclock-high-special-edition-00006381.jpg,123.69,219.06,109.95,323.20,106.02,399.83,245.42,215.13,259.16,293.73,318.06,319.27,139.40,378.21,231.67,378.21,194.37,148.33,219.89,148.33,208.11,158.15,139.48,214.68,234.54,357.27
4,12-oclock-high-special-edition-00006391.jpg,91.54,223.80,85.63,330.32,105.34,395.42,231.51,206.05,243.34,279.04,302.49,316.52,125.06,373.72,229.54,361.89,168.43,138.98,196.03,140.95,184.20,150.81,115.20,209.72,210.67,352.92
5,12-oclock-high-special-edition-00006401.jpg,108.97,219.30,99.09,329.99,160.33,389.29,249.23,215.35,255.16,304.30,310.47,343.83,112.92,391.27,239.35,403.12,201.82,138.27,225.52,142.22,211.69,152.10,138.47,209.23,234.20,352.83
6,12-oclock-high-special-edition-00006851.jpg,251.80,222.59,265.76,275.31,285.92,318.73,164.94,213.28,152.53,275.31,157.18,323.39,233.18,309.43,174.24,304.78,226.98,162.11,209.92,159.00,223.88,172.96,181.98,222.05,256.93,334.47
7,12-oclock-high-special-edition-00006931.jpg,263.00,210.05,257.02,251.75,255.82,283.92,196.02,198.14,181.67,243.41,172.11,277.96,243.86,270.82,192.44,264.86,236.69,169.55,231.90,168.36,235.49,175.50,203.15,209.75,260.72,296.11
8,12-oclock-high-special-edition-00012931.jpg,156.53,189.83,112.84,285.67,137.41,365.08,342.21,187.09,407.74,230.90,364.05,148.75,194.76,392.46,342.21,395.20,293.06,140.54,317.63,143.28,306.71,156.97,216.39,216.36,349.15,415.50
9,12-oclock-high-special-edition-00014211.jpg,358.24,218.58,319.31,326.00,316.88,387.04,492.03,235.67,504.20,345.54,509.06,411.45,367.97,379.71,465.27,391.92,406.89,152.66,421.49,155.11,409.32,167.31,370.35,239.93,488.64,417.36
10,12-oclock-high-special-edition-00014271.jpg,338.25,227.70,309.78,326.12,299.43,401.22,477.99,230.29,493.51,313.17,496.10,403.81,327.90,393.45,457.29,383.09,377.07,142.24,392.59,147.42,379.65,157.78,348.65,231.93,474.35,420.48
11,12-oclock-high-special-edition-00014391.jpg,330.03,217.68,301.54,292.32,290.58,353.79,463.73,226.46,483.46,309.88,472.50,377.94,334.42,364.77,430.86,371.35,360.72,145.23,384.83,149.62,367.29,160.60,339.04,215.23,445.37,374.74
12,12-oclock-high-special-edition-00015581.jpg,297.10,206.58,255.80,278.12,325.27,295.07,402.24,217.88,411.63,291.30,394.73,313.90,276.45,330.84,370.33,347.79,392.86,157.62,406.00,155.74,402.24,168.92,314.32,213.70,405.34,350.24
13,12-oclock-high-special-edition-00015681.jpg,470.39,219.92,457.14,265.49,478.82,290.68,533.00,212.73,545.04,259.50,547.45,294.27,481.22,289.48,533.00,285.88,495.67,193.54,507.71,192.34,501.69,199.54,473.91,231.67,531.82,318.53
14,12-oclock-high-special-edition-00016481.jpg,140.64,190.82,114.87,300.59,106.29,393.14,301.66,180.06,336.01,281.22,344.60,380.23,149.22,356.55,293.07,354.40,179.28,111.19,198.60,111.19,183.58,128.41,166.34,175.43,270.60,331.83
15,12-oclock-high-special-edition-00016491.jpg,130.39,193.89,116.27,310.80,108.21,399.48,299.76,179.78,342.10,286.61,342.10,371.27,162.65,375.30,287.66,363.20,164.67,109.23,190.88,107.22,176.76,125.36,156.68,171.38,254.35,317.88
